customer_id,first_name,last_name,country,age,gender,income_level,Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus,column_with_outliers
5609,Cynthia,Munoz,Nicaragua,74.0,Male,60929.0,15.0,31.0,278.0,44.0,92424.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,92424.0
5380,Joshua,Tate,North Macedonia,74.0,Female,145454.0,41.0,38.0,220.0,36.0,93320.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93320.0
6942,Sharon,Baldwin,Mongolia,39.0,Female,144171.0,25.0,13.0,314.0,39.0,96834.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,96834.0
7205,Douglas,Bennett,Palestinian Territory,42.0,Female,41810.0,61.0,19.0,133.0,38.0,99559.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,99056.0
3450,Brooke,Wright,Norfolk Island,62.0,Female,22489.0,75.0,28.0,104.0,29.0,95922.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,95922.0
5705,Abigail,Lloyd,Iraq,57.0,Female,101795.0,62.0,35.0,148.0,32.0,94970.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,94970.0
8303,Ashley,Mcgee,Denmark,45.0,Male,119298.0,55.0,29.0,133.0,36.0,98904.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,98904.0
9390,Nicole,Lyons,Hungary,74.0,Female,109018.0,78.0,24.0,264.0,49.0,86489.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,86489.0
7622,Chad,Day,Slovakia (Slovak Republic),28.0,Male,47970.0,39.0,8.0,235.0,39.0,93816.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93816.0
8686,Alejandro,Blackburn,Russian Federation,50.0,Male,135485.0,71.0,35.0,329.0,33.0,95065.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,95065.0
5978,Timothy,Griffin,Finland,32.0,Male,73990.0,7.0,11.0,242.0,43.0,92525.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,92525.0
4477,Rebecca,Moreno,Ukraine,47.0,Male,22069.0,32.0,9.0,191.0,38.0,94947.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,94947.0
4052,Alice,Reed,Nepal,24.0,Male,59738.0,5.0,4.0,97.0,10.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
7043,Matthew,Mills,Slovenia,51.0,Male,34227.0,40.0,3.0,162.0,23.0,78667.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,78667.0
2592,Anthony,Terry,Trinidad and Tobago,77.0,Male,70605.0,23.0,26.0,300.0,45.0,92805.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,92805.0
6032,Dale,Simmons,Togo,23.0,Female,104128.0,7.0,38.0,177.0,32.0,92617.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,92617.0
1520,Derrick,Clark,Canada,24.0,Male,112431.0,74.0,4.0,199.0,30.0,88587.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,88587.0
9705,Nathaniel,Cline,Korea,60.0,Female,101919.0,12.0,40.0,322.0,26.0,83983.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,83983.0
3761,Amanda,Allen,Switzerland,20.0,Male,124780.0,73.0,24.0,170.0,45.0,93974.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93974.0
8478,Cathy,Sanchez,Mongolia,40.0,Female,112309.0,40.0,35.0,307.0,36.0,95679.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,95679.0
8385,Nicole,Smith,Ghana,57.0,Female,30112.0,48.0,8.0,162.0,33.0,93953.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93953.0
8888,Michelle,Martinez,Solomon Islands,50.0,Male,130382.0,38.0,4.0,141.0,21.0,75829.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75829.0
2394,Cassidy,Gomez,San Marino,32.0,Male,23823.0,10.0,40.0,155.0,25.0,83694.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,83694.0
2530,Jacob,Cline,Peru,67.0,Male,33004.0,44.0,16.0,228.0,48.0,88124.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,88124.0
3464,Michael,Lewis,Italy,57.0,Female,119264.0,6.0,6.0,336.0,25.0,85173.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,85173.0
3388,Jeffrey,Alvarez,Andorra,76.0,Female,53022.0,7.0,14.0,126.0,33.0,97694.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,97694.0
5710,Stacy,Farmer,Guyana,68.0,Male,38555.0,27.0,6.0,133.0,24.0,82195.0,980.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,82195.0
6253,Susan,Delgado,Mayotte,32.0,Male,73104.0,9.0,19.0,242.0,50.0,85756.0,981.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,85756.0
4953,Tonya,Werner,Malta,30.0,Male,73482.0,25.0,7.0,191.0,35.0,93751.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93751.0
7438,Jennifer,Fischer,Guam,31.0,Male,47203.0,37.0,20.0,329.0,41.0,97800.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,97800.0
9901,Wendy,Smith,Moldova,69.0,Male,57355.0,67.0,17.0,184.0,45.0,92430.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,92430.0
7383,James,Mason,Maldives,41.0,Female,125000.0,55.0,2.0,90.0,5.5,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
5261,Brandon,Johnson,Congo,18.0,Female,133428.0,66.0,25.0,358.0,34.0,99778.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,99056.0
9466,Whitney,Wilson,Equatorial Guinea,32.0,Male,126607.0,27.0,24.0,285.0,48.0,89605.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,89605.0
8210,Michael,Lopez,Spain,40.0,Female,66648.0,10.0,28.0,358.0,33.0,98786.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,98786.0
8007,Alicia,Blake,Uzbekistan,46.0,Male,107684.0,6.0,22.0,191.0,48.0,89746.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,89746.0
2256,Bonnie,Stein,Fiji,51.0,Female,45034.0,16.0,9.0,112.0,23.0,83754.0,981.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,83754.0
6380,Jane,Ryan,Burkina Faso,74.0,Male,87795.0,57.0,17.0,329.0,40.0,98053.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,98053.0
4314,Carrie,Lindsey,Pakistan,36.0,Male,96433.0,44.0,18.0,235.0,49.0,86351.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,86351.0
7885,Scott,Garcia,Mauritania,69.0,Male,116537.0,60.0,15.0,126.0,34.0,98416.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,98416.0
7299,Gerald,Luna,American Samoa,23.0,Male,140733.0,6.0,31.0,343.0,34.0,97946.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,97946.0
8936,Debra,Meza,Ukraine,34.0,Male,29387.0,66.0,32.0,177.0,41.0,95522.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,95522.0
3418,Aaron,Lee,Gabon,41.0,Female,35213.0,11.0,12.0,184.0,41.0,95070.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,95070.0
2196,Sandra,Jones,China,53.0,Male,104373.0,39.0,12.0,148.0,35.0,97305.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,97305.0
6612,Samuel,Quinn,Saudi Arabia,43.0,Male,22211.0,21.0,1.0,112.0,7.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
6612,Samuel,Quinn,Saudi Arabia,43.0,Male,22211.0,47.0,34.0,293.0,40.0,95236.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,95236.0
4019,Darlene,Rodriguez,China,66.0,Male,104111.0,75.0,9.0,285.0,38.0,94907.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,94907.0
1432,Rachel,Pacheco,Saint Barthelemy,39.0,Male,109061.0,13.0,7.0,300.0,33.0,93392.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93392.0
4452,Regina,Taylor,Paraguay,19.0,Female,55819.0,65.0,29.0,177.0,44.0,94274.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,94274.0
3359,Gary,Marshall,Iceland,39.0,Female,36656.0,53.0,2.0,278.0,26.0,81541.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,81541.0
6274,Michelle,Rogers,Cuba,27.0,Male,116502.0,64.0,15.0,141.0,37.0,98614.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,98614.0
5588,Tonya,Schmidt,Nigeria,22.0,Male,43656.0,26.0,26.0,119.0,34.0,99491.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,99056.0
2068,Jacob,Rios,Georgia,50.0,Female,80138.0,6.0,5.0,141.0,23.0,80738.0,976.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,80738.0
7557,David,Dawson,Rwanda,29.0,Female,24035.0,40.0,39.0,112.0,17.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
8099,Carolyn,Gutierrez,China,47.0,Female,87016.0,34.0,28.0,206.0,47.0,89414.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,89414.0
8490,April,Martin,Luxembourg,25.0,Female,126272.0,71.0,19.0,133.0,38.0,99559.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,99056.0
5845,Ian,Adams,Antigua and Barbuda,48.0,Male,104001.0,74.0,24.0,141.0,39.0,98911.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,98911.0
1605,James,Waters,Mongolia,80.0,Male,143711.0,6.0,14.0,336.0,36.0,98282.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,98282.0
5642,Neil,Larson,Marshall Islands,59.0,Male,38231.0,75.0,27.0,235.0,49.0,86582.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,86582.0
2068,Jacob,Rios,Georgia,50.0,Female,80138.0,47.0,38.0,249.0,37.0,93291.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93291.0
6612,Samuel,Quinn,Saudi Arabia,43.0,Male,22211.0,16.0,2.0,133.0,15.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
2371,Aaron,Greene,Christmas Island,65.0,Female,91993.0,14.0,13.0,112.0,28.0,93602.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93602.0
4237,Cynthia,Ford,South Georgia and the South Sandwich Islands,26.0,Male,121168.0,5.0,40.0,141.0,22.0,78812.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,78812.0
5108,Christina,Green,El Salvador,53.0,Male,137382.0,40.0,34.0,264.0,42.0,93369.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93369.0
4689,James,Huber,Solomon Islands,34.0,Female,78318.0,55.0,14.0,155.0,39.0,97545.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,97545.0
5054,Alicia,Navarro,Iran,54.0,Male,131137.0,6.0,12.0,155.0,37.0,97202.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,97202.0
2992,Charles,Stephenson,Angola,70.0,Female,56332.0,71.0,39.0,314.0,29.0,88899.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,88899.0
5802,Stephanie,Henson,Saudi Arabia,44.0,Male,85247.0,52.0,19.0,155.0,42.0,96910.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,96910.0
5838,Michelle,Robles,Belgium,22.0,Male,148634.0,47.0,10.0,220.0,42.0,93526.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93526.0
7534,Rachel,Harris,Congo,47.0,Male,137757.0,36.0,37.0,285.0,36.0,94186.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,94186.0
4600,Gloria,Adams,Tonga,49.0,Male,34084.0,5.0,20.0,170.0,45.0,94072.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,94072.0
5953,Kayla,Kim,Jamaica,80.0,Female,24683.0,70.0,27.0,358.0,34.0,99234.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,99056.0
2494,Terri,Ballard,Kuwait,53.0,Male,114748.0,77.0,26.0,170.0,44.0,94368.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,94368.0
7180,Donna,Williams,Norfolk Island,25.0,Female,100468.0,17.0,9.0,329.0,32.0,94275.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,94275.0
3164,James,Beasley,Venezuela,52.0,Female,75189.0,11.0,17.0,322.0,41.0,97079.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,97079.0
5402,Robert,Meza,Saint Vincent and the Grenadines,46.0,Female,103037.0,27.0,23.0,170.0,45.0,93911.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93911.0
6548,Robert,Wagner,Wallis and Futuna,52.0,Female,43777.0,27.0,33.0,314.0,38.0,96661.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,96661.0
4064,Jennifer,Wright,Guinea-Bissau,46.0,Male,116165.0,76.0,12.0,191.0,42.0,94376.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,94376.0
9112,Margaret,Swanson,Jersey,63.0,Male,144963.0,63.0,7.0,242.0,37.0,93595.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93595.0
2266,Laura,Navarro,Reunion,66.0,Female,77406.0,11.0,30.0,271.0,46.0,90859.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,90859.0
5936,Taylor,Greer,Kuwait,75.0,Male,48788.0,67.0,30.0,365.0,30.0,96036.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,96036.0
5978,Timothy,Griffin,Finland,32.0,Male,73990.0,26.0,1.0,170.0,20.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
9390,Nicole,Lyons,Hungary,74.0,Female,109018.0,72.0,39.0,199.0,33.0,91959.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,91959.0
1425,Michelle,Collins,Morocco,76.0,Female,64011.0,54.0,22.0,300.0,46.0,92287.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,92287.0
1419,Brian,Sanders,Bosnia and Herzegovina,43.0,Female,51580.0,6.0,34.0,285.0,40.0,94736.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,94736.0
9096,Kathryn,Gentry,Sweden,73.0,Female,119217.0,22.0,26.0,271.0,48.0,88052.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,88052.0
1528,Frank,Wallace,Sri Lanka,77.0,Male,141247.0,45.0,29.0,119.0,32.0,98052.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,98052.0
5937,James,Ross,Nepal,63.0,Female,71972.0,73.0,24.0,278.0,48.0,88404.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,88404.0
9405,Jorge,Marshall,Antarctica (the territory South of 60 deg S),28.0,Female,143481.0,29.0,33.0,307.0,39.0,96210.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,96210.0
7205,Douglas,Bennett,Palestinian Territory,42.0,Female,41810.0,31.0,32.0,278.0,43.0,93139.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93139.0
4152,Jennifer,Clark,Eritrea,52.0,Female,122405.0,59.0,1.0,191.0,23.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
6798,Margaret,Grant,Antarctica (the territory South of 60 deg S),62.0,Female,130298.0,26.0,18.0,213.0,48.0,87701.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,87701.0
5579,Ann,Harding,Tunisia,42.0,Male,23694.0,77.0,39.0,177.0,31.0,90635.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,90635.0
5437,Jesus,Wood,Guyana,27.0,Male,148410.0,72.0,29.0,126.0,34.0,98719.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,98719.0
8126,Rebecca,Bernard,Chile,40.0,Female,40502.0,33.0,3.0,141.0,19.0,75221.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,75221.0
4042,Chad,Bernard,Cook Islands,18.0,Male,138250.0,5.0,26.0,126.0,36.0,99725.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,99056.0
3052,Jennifer,Gomez,Greece,59.0,Male,114649.0,25.0,20.0,191.0,47.0,89935.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,89935.0
5115,Stephanie,Kaufman,Kiribati,60.0,Male,33258.0,6.0,28.0,199.0,47.0,90362.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,90362.0
1041,Austin,Simmons,Finland,79.0,Male,75946.0,25.0,30.0,155.0,39.0,97479.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,97479.0
1610,Denise,Harris,Burundi,60.0,Male,131130.0,51.0,30.0,300.0,43.0,94591.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,94591.0
7135,Robin,Eaton,Montenegro,64.0,Male,26989.0,66.0,11.0,213.0,43.0,93277.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,93277.0
6544,Susan,Harper,Solomon Islands,31.0,Female,99147.0,15.0,36.0,249.0,40.0,93719.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,93719.0
4953,Tonya,Werner,Malta,30.0,Male,73482.0,55.0,14.0,90.0,23.0,85722.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,85722.0
2266,Laura,Navarro,Reunion,66.0,Female,77406.0,21.0,24.0,133.0,38.0,99617.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,99056.0
3346,Courtney,Morgan,Bangladesh,49.0,Male,29630.0,55.0,35.0,293.0,38.0,95213.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,95213.0
1041,Austin,Simmons,Finland,79.0,Male,75946.0,53.0,22.0,329.0,41.0,97750.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,97750.0
9360,Crystal,Whitaker,Costa Rica,40.0,Female,47063.0,32.0,15.0,256.0,47.0,89353.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1.0,89353.0
3464,Michael,Lewis,Italy,57.0,Female,119264.0,27.0,14.0,133.0,34.0,98206.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0.0,98206.0
